FIPS,County,State,Population,Year,Total Votes,Democrat Votes,Republican Votes,Democrat %,Republican %,Winner,housing_Median Home Value,housing_% of National Median,housing_Price Category,age_Median Age,temp_Avg Temperature (°F),temp_Data Points,rent_Metro Area,rent_Median Rent,rent_Efficiency,rent_1BR,rent_2BR,rent_3BR,rent_4BR,rent_Entity ID
05055,Greene County,Arkansas,46182,2023,15820,2935,12617,18.55,79.75,Republican,162200,94.1,Moderate,37.8,47.64,12,"Greene County, AR",742,556,646,742,1055,1081,0505599999
05057,Hempstead County,Arkansas,19778,2023,6089,1776,4193,29.17,68.86,Republican,100200,58.2,Affordable,41.1,36.59,12,"Hempstead County, AR",768,575,583,768,998,1238,0505799999
05059,Hot Spring County,Arkansas,33142,2023,12283,2818,9226,22.94,75.11,Republican,127900,74.2,Affordable,43,46.14,12,"Hot Spring County, AR",733,535,557,733,977,1193,0505999999
05061,Howard County,Arkansas,12701,2023,4473,1158,3246,25.89,72.57,Republican,135400,78.6,Moderate,39.4,52.60,12,"Howard County, AR",720,489,563,720,882,967,0506199999
05063,Independence County,Arkansas,38120,2023,14011,2689,11023,19.19,78.67,Republican,120500,69.9,Affordable,39,51.05,12,"Independence County, AR",726,544,552,726,950,975,0506399999
05065,Izard County,Arkansas,13866,2023,5925,949,4854,16.02,81.92,Republican,122100,70.9,Affordable,47.5,34.64,12,"Izard County, AR",720,539,585,720,929,1024,0506599999
05067,Jackson County,Arkansas,16775,2023,4775,1183,3509,24.77,73.49,Republican,87300,50.7,Affordable,40.4,45.09,12,"Jackson County, AR",720,539,547,720,876,1024,0506799999
05069,Jefferson County,Arkansas,65780,2023,21608,12802,8468,59.25,39.19,Democrat,106000,61.5,Affordable,39.5,42.59,12,"Pine Bluff, AR MSA",815,580,619,815,1026,1095,0506999999
05071,Johnson County,Arkansas,25932,2023,9059,2107,6766,23.26,74.69,Republican,124800,72.4,Affordable,39.4,51.73,12,"Johnson County, AR",730,547,555,730,970,981,0507199999
05073,Lafayette County,Arkansas,6211,2023,2325,698,1589,30.02,68.34,Republican,74600,43.3,Very Affordable,48.5,50.17,12,"Lafayette County, AR",720,539,547,720,876,1024,0507399999
05075,Lawrence County,Arkansas,16265,2023,5692,965,4608,16.95,80.96,Republican,91100,52.9,Affordable,39.8,49.33,12,"Lawrence County, AR",720,539,547,720,957,1134,0507599999
05077,Lee County,Arkansas,8511,2023,2520,1270,1181,50.4,46.87,Democrat,77900,45.2,Very Affordable,41.9,48.01,12,"Lee County, AR",720,539,547,720,1023,1024,0507799999
05079,Lincoln County,Arkansas,12966,2023,3372,813,2502,24.11,74.2,Republican,106100,61.6,Affordable,40.1,36.76,12,"Pine Bluff, AR MSA",815,580,619,815,1026,1095,0507999999
05081,Little River County,Arkansas,11959,2023,4899,1084,3744,22.13,76.42,Republican,113400,65.8,Affordable,42.2,43.03,12,"Little River County, AR HUD Metro FMR Area",720,543,547,720,1023,1226,0508199999
05083,Logan County,Arkansas,21240,2023,8205,1464,6567,17.84,80.04,Republican,126900,73.7,Affordable,43.8,48.84,12,"Logan County, AR",720,507,637,720,996,1016,0508399999
05085,Lonoke County,Arkansas,74747,2023,30620,6790,23225,22.18,75.85,Republican,184100,106.8,Moderate,37.3,48.01,12,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",920,791,805,920,1227,1468,0508599999
05087,Madison County,Arkansas,17032,2023,7501,1491,5885,19.88,78.46,Republican,157800,91.6,Moderate,41.2,49.34,12,"Fayetteville-Springdale-Rogers, AR MSA",930,720,764,930,1322,1582,0508799999
05089,Marion County,Arkansas,17076,2023,7851,1501,6230,19.12,79.35,Republican,158400,91.9,Moderate,51.9,53.59,12,"Marion County, AR",729,546,554,729,887,979,0508999999
05091,Miller County,Arkansas,42588,2023,15803,3769,11842,23.85,74.94,Republican,148200,86.0,Moderate,39,42.24,12,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",890,704,709,890,1109,1444,0509199999
05093,Mississippi County,Arkansas,39749,2023,10717,3574,6963,33.35,64.97,Republican,115800,67.2,Affordable,36.9,38.26,12,"Mississippi County, AR",720,532,568,720,964,967,0509399999
05095,Monroe County,Arkansas,6681,2023,2433,1002,1385,41.18,56.93,Republican,82200,47.7,Very Affordable,45.5,50.10,12,"Monroe County, AR",720,481,547,720,945,1024,0509599999
05097,Montgomery County,Arkansas,8571,2023,3707,645,2987,17.4,80.58,Republican,136000,78.9,Moderate,50.8,37.86,12,"Montgomery County, AR",720,539,637,720,993,1226,0509799999
05099,Nevada County,Arkansas,8228,2023,2907,849,2002,29.21,68.87,Republican,85700,49.7,Very Affordable,44.2,53.89,12,"Nevada County, AR",823,616,625,823,1002,1171,0509999999
05101,Newton County,Arkansas,7175,2023,3770,644,3063,17.08,81.25,Republican,178800,103.8,Moderate,48.9,52.94,12,"Newton County, AR",720,539,605,720,884,1226,0510199999
05103,Ouachita County,Arkansas,22317,2023,8626,3412,5056,39.55,58.61,Republican,99600,57.8,Affordable,44,43.74,12,"Ouachita County, AR",720,624,630,720,964,967,0510399999
05105,Perry County,Arkansas,10073,2023,4584,923,3559,20.14,77.64,Republican,129300,75.0,Moderate,44.1,40.15,12,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",920,791,805,920,1227,1468,0510599999
05107,Phillips County,Arkansas,15910,2023,4938,2754,2098,55.77,42.49,Democrat,76200,44.2,Very Affordable,39.9,39.93,12,"Phillips County, AR",720,539,554,720,1023,1226,0510799999
05109,Pike County,Arkansas,10182,2023,4358,560,3746,12.85,85.96,Republican,115400,67.0,Affordable,42.8,39.30,12,"Pike County, AR",720,539,579,720,940,1120,0510999999
05111,Poinsett County,Arkansas,22740,2023,7079,1235,5731,17.45,80.96,Republican,101200,58.7,Affordable,39.8,35.39,12,"Poinsett County, AR HUD Metro FMR Area",720,543,547,720,892,967,0511199999
05113,Polk County,Arkansas,19348,2023,8288,1145,6987,13.82,84.3,Republican,122600,71.2,Affordable,44.4,45.00,12,"Polk County, AR",756,505,579,756,920,1115,0511399999
05115,Pope County,Arkansas,63830,2023,24191,5487,18118,22.68,74.9,Republican,161700,93.8,Moderate,36.7,49.60,12,"Pope County, AR",748,560,596,748,1054,1092,0511599999
05117,Prairie County,Arkansas,8162,2023,3200,524,2628,16.38,82.13,Republican,87500,50.8,Affordable,45.8,35.82,12,"Prairie County, AR",749,561,569,749,912,1065,0511799999
05119,Pulaski County,Arkansas,398949,2023,153924,92038,57977,59.79,37.67,Democrat,199600,115.8,Moderate,37.5,39.92,12,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",920,791,805,920,1227,1468,0511999999
05121,Randolph County,Arkansas,18733,2023,6636,1138,5367,17.15,80.88,Republican,118100,68.5,Affordable,39.3,49.01,12,"Randolph County, AR",720,624,637,720,980,1226,0512199999
05123,St. Francis County,Arkansas,22740,2023,5979,2953,2909,49.39,48.65,Democrat,87700,50.9,Affordable,39.7,48.74,12,"St. Francis County, AR",720,571,575,720,1023,1041,0512399999
05125,Saline County,Arkansas,125724,2023,57609,16609,39736,28.83,68.98,Republican,211700,122.9,Moderate,40.4,51.09,12,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",920,791,805,920,1227,1468,0512599999
05127,Scott County,Arkansas,9839,2023,3384,425,2913,12.56,86.08,Republican,110900,64.4,Affordable,42.4,62.25,12,"Scott County, AR",720,539,547,720,911,1024,0512799999
05129,Searcy County,Arkansas,7861,2023,3869,511,3305,13.21,85.42,Republican,108100,62.7,Affordable,48.5,59.26,12,"Searcy County, AR",720,539,547,720,930,1024,0512999999
05131,Sebastian County,Arkansas,128448,2023,45452,13652,30719,30.04,67.59,Republican,166000,96.3,Moderate,38,63.23,12,"Fort Smith, AR-OK HUD Metro FMR Area",797,601,605,797,1102,1270,0513199999
05133,Sevier County,Arkansas,15797,2023,4714,862,3772,18.29,80.02,Republican,111700,64.8,Affordable,34.8,63.96,12,"Sevier County, AR",720,539,600,720,962,1030,0513399999
05135,Sharp County,Arkansas,17597,2023,7437,1316,5978,17.7,80.38,Republican,94600,54.9,Affordable,47.5,60.29,12,"Sharp County, AR",720,525,571,720,879,1126,0513599999
05137,Stone County,Arkansas,12474,2023,6030,1089,4808,18.06,79.73,Republican,149400,86.7,Moderate,49.2,60.34,12,"Stone County, AR",720,539,547,720,1023,1024,0513799999
05139,Union County,Arkansas,38368,2023,15448,5019,10196,32.49,66,Republican,114700,66.6,Affordable,41.5,65.69,12,"Union County, AR",764,638,642,764,1068,1095,0513999999
05141,Van Buren County,Arkansas,15936,2023,7621,1437,6023,18.86,79.03,Republican,122300,71.0,Affordable,49.6,60.76,12,"Van Buren County, AR",720,500,547,720,879,967,0514199999
05143,Washington County,Arkansas,251863,2023,97158,43779,50243,45.06,51.71,Republican,266000,154.4,Expensive,32.5,59.95,12,"Fayetteville-Springdale-Rogers, AR MSA",930,720,764,930,1322,1582,0514399999
05145,White County,Arkansas,77395,2023,30837,5641,24514,18.29,79.5,Republican,159600,92.6,Moderate,38.4,63.16,12,"White County, AR",739,503,596,739,998,1246,0514599999
05147,Woodruff County,Arkansas,6157,2023,2318,760,1513,32.79,65.27,Republican,96800,56.2,Affordable,44.9,63.43,12,"Woodruff County, AR",720,539,547,720,951,1024,0514799999
05149,Yell County,Arkansas,20195,2023,6477,1213,5147,18.73,79.47,Republican,131300,76.2,Moderate,39.9,62.87,12,"Yell County, AR",720,539,574,720,964,1024,0514999999
06001,Alameda County,California,1651949,2023,669800,499551,140789,74.58,21.02,Democrat,1057400,613.7,Very Expensive,38.7,53.79,12,"Oakland-Fremont, CA HUD Metro FMR Area",2405,1658,1969,2405,3144,3706,0600199999
06003,Alpine County,California,1695,2023,738,479,243,64.91,32.93,Democrat,466100,270.5,Very Expensive,41.1,52.52,12,California Non-Metro,1486,1149,1246,1486,1917,2224,0699999999
06005,Amador County,California,41029,2023,22402,7783,14018,34.74,62.57,Republican,422800,245.4,Very Expensive,49.9,50.29,12,"Amador County, CA",1199,992,998,1199,1704,2042,0600599999
06007,Butte County,California,209470,2023,94523,44228,47179,46.79,49.91,Republican,408700,237.2,Very Expensive,36.3,52.80,12,"Chico, CA MSA",1239,893,941,1239,1761,2110,0600799999
06009,Calaveras County,California,45995,2023,26479,9181,16625,34.67,62.79,Republican,441800,256.4,Very Expensive,52,52.68,12,"Calaveras County, CA",1161,919,925,1161,1650,1889,0600999999
06011,Colusa County,California,21895,2023,7021,2431,4414,34.62,62.87,Republican,375100,217.7,Very Expensive,35.7,53.01,12,"Colusa County, CA",982,741,746,982,1341,1356,0601199999
06013,Contra Costa County,California,1161458,2023,528904,356008,155308,67.31,29.36,Democrat,830800,482.2,Very Expensive,40.3,51.51,12,"Oakland-Fremont, CA HUD Metro FMR Area",2405,1658,1969,2405,3144,3706,0601399999
06015,Del Norte County,California,27293,2023,10564,4266,5999,40.38,56.79,Republican,319600,185.5,Expensive,40.8,51.71,12,"Del Norte County, CA",1037,693,875,1037,1421,1766,0601599999
06017,El Dorado County,California,192299,2023,111890,47703,61109,42.63,54.62,Republican,640500,371.7,Very Expensive,46.1,53.51,12,California Non-Metro,1486,1149,1246,1486,1917,2224,0699999999
06019,Fresno County,California,1012152,2023,325994,151628,165924,46.51,50.9,Republican,362600,210.4,Very Expensive,33.2,55.30,12,"Fresno, CA MSA",1258,991,997,1258,1772,2029,0601999999
06021,Glenn County,California,28623,2023,10442,3260,6904,31.22,66.12,Republican,338400,196.4,Expensive,35.9,60.04,12,"Glenn County, CA",999,668,759,999,1272,1511,0602199999
06023,Humboldt County,California,135418,2023,64228,39800,21559,61.97,33.57,Democrat,418800,243.1,Very Expensive,39.6,54.18,12,"Humboldt County, CA",1183,812,907,1183,1681,2015,0602399999
06025,Imperial County,California,179319,2023,54025,26083,26546,48.28,49.14,Republican,279500,162.2,Expensive,33,73.98,12,"El Centro, CA MSA",1155,772,904,1155,1606,1952,0602599999
06027,Inyo County,California,18803,2023,8951,4201,4468,46.93,49.92,Republican,338400,196.4,Expensive,45.6,59.77,12,"Inyo County, CA",1189,795,961,1189,1555,1920,0602799999
06029,Kern County,California,910433,2023,283246,108241,167879,38.21,59.27,Republican,310600,180.3,Expensive,32.4,61.26,12,"Bakersfield, CA MSA",1137,863,869,1137,1616,1937,0602999999
06031,Kings County,California,152830,2023,41501,15519,25074,37.39,60.42,Republican,305700,177.4,Expensive,32.3,64.10,12,"Hanford-Corcoran, CA MSA",1287,1030,1036,1287,1829,2091,0603199999
06033,Lake County,California,68139,2023,26759,12794,13161,47.81,49.18,Republican,316800,183.9,Expensive,44.2,56.56,12,"Lake County, CA",1117,747,849,1117,1587,1872,0603399999
06035,Lassen County,California,31177,2023,11371,2478,8619,21.79,75.8,Republican,259500,150.6,Expensive,37.8,46.46,12,"Lassen County, CA",972,650,738,972,1381,1424,0603599999
06037,Los Angeles County,California,9848406,2023,3728427,2417109,1189862,64.83,31.91,Democrat,783300,454.6,Very Expensive,37.9,60.37,12,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",2222,1534,1747,2222,2888,3170,0603799999
06039,Madera County,California,158790,2023,54624,20981,32344,38.41,59.21,Republican,367700,213.4,Very Expensive,34.6,55.93,12,"Madera, CA MSA",1258,967,973,1258,1784,1971,0603999999
06041,Marin County,California,258765,2023,144113,116152,24054,80.6,16.69,Democrat,1390000,806.7,Very Expensive,47.3,55.94,12,"San Francisco, CA HUD Metro FMR Area",3188,2156,2665,3188,3912,4283,0604199999
06043,Mariposa County,California,17060,2023,9509,3622,5625,38.09,59.15,Republican,358000,207.8,Very Expensive,51.6,54.74,12,"Mariposa County, CA",1086,794,857,1086,1543,1850,0604399999
06045,Mendocino County,California,90709,2023,39216,24049,13528,61.32,34.5,Democrat,486000,282.1,Very Expensive,43.9,55.35,12,"Mendocino County, CA",1305,988,995,1305,1844,2223,0604599999
06047,Merced County,California,285597,2023,86392,40190,43955,46.52,50.88,Republican,368400,213.8,Very Expensive,31.8,61.94,12,"Merced, CA MSA",1243,854,1017,1243,1767,2117,0604799999
06049,Modoc County,California,8646,2023,4016,1008,2884,25.1,71.81,Republican,212000,123.0,Moderate,49,47.08,12,"Modoc County, CA",832,674,678,832,1073,1344,0604999999
06051,Mono County,California,13169,2023,6064,3522,2294,58.08,37.83,Democrat,514300,298.5,Very Expensive,40.3,43.32,12,"Mono County, CA",1386,1061,1137,1386,1970,2238,0605199999
06053,Monterey County,California,435834,2023,146718,93060,49226,63.43,33.55,Democrat,723100,419.7,Very Expensive,35.3,58.30,12,"Salinas, CA MSA",2675,2112,2194,2675,3790,4144,0605399999
06055,Napa County,California,136070,2023,65549,43212,20357,65.92,31.06,Democrat,838800,486.8,Very Expensive,42.8,59.00,12,"Napa, CA MSA",2388,1597,1814,2388,3288,3332,0605599999
06057,Nevada County,California,102452,2023,62132,33784,26177,54.37,42.13,Democrat,602800,349.9,Very Expensive,50.3,51.68,12,"Nevada County, CA",1387,1047,1054,1387,1971,2257,0605799999
06059,Orange County,California,3164063,2023,1390965,691731,654815,49.73,47.08,Democrat,915500,531.3,Very Expensive,39.1,63.13,12,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",2539,1939,2113,2539,3448,4032,0605999999
06061,Placer County,California,412435,2023,234809,103958,123941,44.27,52.78,Republican,658800,382.4,Very Expensive,42.4,53.14,12,California Non-Metro,1486,1149,1246,1486,1917,2224,0699999999
06063,Plumas County,California,19607,2023,10067,4020,5725,39.93,56.87,Republican,327400,190.0,Expensive,52.1,46.83,12,"Plumas County, CA",1000,681,772,1000,1421,1634,0606399999
06065,Riverside County,California,2449909,2023,940405,451782,463677,48.04,49.31,Republican,510300,296.2,Very Expensive,36.7,67.98,12,"Riverside-San Bernardino-Ontario, CA MSA",1751,1281,1398,1751,2376,2922,0606599999
06067,Sacramento County,California,1584047,2023,656626,381564,252140,58.11,38.4,Democrat,498900,289.6,Very Expensive,37.2,62.24,12,California Non-Metro,1486,1149,1246,1486,1917,2224,0699999999
06069,San Benito County,California,66056,2023,27649,15179,11702,54.9,42.32,Democrat,751500,436.2,Very Expensive,35.9,58.52,12,"San Benito County, CA HUD Metro FMR Area",2155,1441,1637,2155,3063,3671,0606999999
06071,San Bernardino County,California,2187816,2023,761714,362114,378416,47.54,49.68,Republican,475000,275.7,Very Expensive,34.4,65.84,12,"Riverside-San Bernardino-Ontario, CA MSA",1751,1281,1398,1751,2376,2922,0607199999
06073,San Diego County,California,3282782,2023,1477786,841372,593270,56.93,40.15,Democrat,791600,459.4,Very Expensive,37.1,62.11,12,California Non-Metro,1486,1149,1246,1486,1917,2224,0699999999
06075,San Francisco County,California,836321,2023,402964,323719,62594,80.33,15.53,Democrat,1380500,801.2,Very Expensive,39.7,56.86,12,"San Francisco, CA HUD Metro FMR Area",3188,2156,2665,3188,3912,4283,0607599999
06077,San Joaquin County,California,787416,2023,263671,126647,128996,48.03,48.92,Republican,494500,287.0,Very Expensive,35.2,62.28,12,"Stockton-Lodi, CA MSA",1513,1040,1158,1513,2150,2577,0607799999
06079,San Luis Obispo County,California,281486,2023,150766,81314,64932,53.93,43.07,Democrat,777200,451.1,Very Expensive,40.2,58.90,12,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",2055,1394,1561,2055,2834,3155,0607999999
06081,San Mateo County,California,745100,2023,330510,242957,76616,73.51,23.18,Democrat,1494500,867.4,Very Expensive,40.6,57.07,12,"San Francisco, CA HUD Metro FMR Area",3188,2156,2665,3188,3912,4283,0608199999
06083,Santa Barbara County,California,443975,2023,184715,114149,64870,61.8,35.12,Democrat,735700,427.0,Very Expensive,34.5,57.86,12,"Santa Maria-Santa Barbara, CA MSA",2667,2040,2350,2667,3520,4001,0608399999
06085,Santa Clara County,California,1903297,2023,750433,510744,210924,68.06,28.11,Democrat,1382800,802.6,Very Expensive,37.9,58.36,12,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",2941,2223,2513,2941,3750,4202,0608599999
06087,Santa Cruz County,California,266021,2023,134135,100998,27978,75.3,20.86,Democrat,1015200,589.2,Very Expensive,39.6,57.63,12,"Santa Cruz-Watsonville, CA MSA",3293,2212,2502,3293,4077,4568,0608799999
06089,Shasta County,California,181554,2023,88900,27130,59539,30.52,66.97,Republican,347200,201.5,Very Expensive,41.7,55.29,12,"Redding, CA MSA",1339,895,1017,1339,1903,2281,0608999999
06091,Sierra County,California,2731,2023,1754,641,1066,36.55,60.78,Republican,334100,193.9,Expensive,56,46.36,12,"Sierra County, CA",1138,774,866,1138,1479,1838,0609199999
06093,Siskiyou County,California,43834,2023,21489,8329,12461,38.76,57.99,Republican,284500,165.1,Expensive,47.4,49.39,12,"Siskiyou County, CA",974,738,752,974,1384,1408,0609399999
06095,Solano County,California,450824,2023,189834,113997,70345,60.05,37.06,Democrat,589600,342.2,Very Expensive,39.1,60.73,12,"Vallejo-Fairfield, CA MSA",1963,1428,1620,1963,2790,3266,0609599999
06097,Sonoma County,California,485642,2023,251426,179600,63426,71.43,25.23,Democrat,779000,452.1,Very Expensive,42.7,56.67,12,"Santa Rosa, CA MSA",2252,1525,1711,2252,3101,3356,0609799999
06099,Stanislaus County,California,552250,2023,197472,85347,106986,43.22,54.18,Republican,426600,247.6,Very Expensive,34.8,61.40,12,"Modesto, CA MSA",1365,1039,1072,1365,1929,2258,0609999999
06101,Sutter County,California,98971,2023,39336,13016,25372,33.09,64.5,Republican,399400,231.8,Very Expensive,36.4,63.02,12,"Yuba City, CA MSA",1288,1003,1010,1288,1830,2194,0610199999
06103,Tehama County,California,65520,2023,26532,7415,18503,27.95,69.74,Republican,315600,183.2,Expensive,40.1,58.66,12,"Tehama County, CA",1078,760,819,1078,1460,1703,0610399999
06105,Trinity County,California,15886,2023,5645,2449,2979,43.38,52.77,Republican,329000,190.9,Expensive,54.8,52.75,12,"Trinity County, CA",924,629,702,924,1313,1502,0610599999
06107,Tulare County,California,475774,2023,138271,53221,81854,38.49,59.2,Republican,303000,175.9,Expensive,31.9,54.02,12,"Visalia-Porterville, CA MSA",1116,825,848,1116,1552,1790,0610799999
06109,Tuolumne County,California,54873,2023,28810,10909,17210,37.87,59.74,Republican,406200,235.8,Very Expensive,48.8,49.64,12,"Tuolumne County, CA",1187,794,902,1187,1567,2022,0610999999
06111,Ventura County,California,838259,2023,387595,217424,158901,56.1,41,Democrat,768400,446.0,Very Expensive,39.4,56.78,12,"Oxnard-Thousand Oaks-Ventura, CA MSA",2425,1703,2001,2425,3368,3962,0611199999
06113,Yolo County,California,217782,2023,92589,61405,27844,66.32,30.07,Democrat,593800,344.6,Very Expensive,32.3,61.75,12,"Yolo, CA HUD Metro FMR Area",1851,1386,1406,1851,2561,3072,0611399999
06115,Yuba County,California,83079,2023,30070,10725,18491,35.67,61.49,Republican,380000,220.5,Very Expensive,33.9,60.60,12,"Yuba City, CA MSA",1288,1003,1010,1288,1830,2194,0611599999
